question_id,question,category,answer_1,score_1,answer_2,score_2,answer_3,score_3,answer_4,score_4,answer_5,score_5,answer_6,score_6,source_type,notes
Q0232,Name an animal you might see you might see outdoors,Animals,DOG,38.0,CAT,24.0,HORSE,16.0,COW,10.0,PIG,7.0,CHICKEN,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0233,Name a place people might visit for a vacation,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0234,Name a place people might visit for a weekend trip,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0235,Name a place people might visit in Europe,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0236,Name a place people might visit in Asia,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0237,Name a place people might visit in the United States,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0238,Name a place people might visit at the beach,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0239,Name a place people might visit in a city,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0240,Name a place people might visit in the mountains,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0241,Name a place people might visit on a road trip,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0242,Name a place people might visit at an airport,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0243,Name a place people might visit on a cruise,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0244,Name a place people might visit as a tourist,Travel,PARIS,38.0,LONDON,24.0,NEW YORK,16.0,TOKYO,10.0,ROME,7.0,DUBAI,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0245,Name something commonly found in a kitchen,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0246,Name something commonly found in a bedroom,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0247,Name something commonly found in a bathroom,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0248,Name something commonly found in a living room,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0249,Name something commonly found in a garage,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0250,Name something commonly found in a home office,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0251,Name something commonly found in a closet,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0252,Name something commonly found on a dining table,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0253,Name something commonly found in a refrigerator,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0254,Name something commonly found in a laundry room,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0255,Name something commonly found in a backyard,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0256,Name something commonly found in a new home,Home,KITCHEN,38.0,BEDROOM,24.0,BATHROOM,16.0,LIVING ROOM,10.0,GARAGE,7.0,OFFICE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0257,Name something students might use or encounter in elementary school,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0258,Name something students might use or encounter in high school,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0259,Name something students might use or encounter in college,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0260,Name something students might use or encounter in a classroom,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0261,Name something students might use or encounter in a backpack,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0262,Name something students might use or encounter for homework,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0263,Name something students might use or encounter before an exam,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0264,Name something students might use or encounter during a school day,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0265,Name something students might use or encounter in a library,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0266,Name something students might use or encounter at lunch,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0267,Name something students might use or encounter on a teacher's desk,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0268,Name something students might use or encounter in a science class,School,MATH,38.0,SCIENCE,24.0,ENGLISH,16.0,HISTORY,10.0,ART,7.0,GEOGRAPHY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0269,Name a sport or sports-related thing you might see on TV,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0270,Name a sport or sports-related thing you might see at a stadium,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0271,Name a sport or sports-related thing you might see at a gym,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0272,Name a sport or sports-related thing you might see in school,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0273,Name a sport or sports-related thing you might see with friends,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0274,Name a sport or sports-related thing you might see on the weekend,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0275,Name a sport or sports-related thing you might see in the Olympics,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0276,Name a sport or sports-related thing you might see professionally,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0277,Name a sport or sports-related thing you might see outdoors,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0278,Name a sport or sports-related thing you might see indoors,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0279,Name a sport or sports-related thing you might see on a field,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0280,Name a sport or sports-related thing you might see on a court,Sports,FOOTBALL,38.0,BASKETBALL,24.0,SOCCER,16.0,BASEBALL,10.0,TENNIS,7.0,HOCKEY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0281,Name something people might watch or play at home,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0282,Name something people might watch or play on TV,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0283,Name something people might watch or play on a streaming service,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0284,Name something people might watch or play at a theater,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0285,Name something people might watch or play on a phone,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0286,Name something people might watch or play with friends,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0287,Name something people might watch or play on a weekend,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0288,Name something people might watch or play during a vacation,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0289,Name something people might watch or play after work,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0290,Name something people might watch or play before bed,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0291,Name something people might watch or play at a party,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0292,Name something people might watch or play online,Entertainment,SUPERHERO,38.0,MOVIE,24.0,TV SHOW,16.0,VIDEO GAME,10.0,CARTOON,7.0,COMIC,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0293,Name a technology device or brand people use at work,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0294,Name a technology device or brand people use at home,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0295,Name a technology device or brand people use at school,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0296,Name a technology device or brand people use for gaming,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0297,Name a technology device or brand people use for entertainment,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0298,Name a technology device or brand people use for communication,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0299,Name a technology device or brand people use for shopping,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0300,Name a technology device or brand people use for travel,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0301,Name a technology device or brand people use every morning,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0302,Name a technology device or brand people use every day,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0303,Name a technology device or brand people use in an office,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0304,Name a technology device or brand people use on a desk,Technology,SMARTPHONE,38.0,LAPTOP,24.0,TABLET,16.0,SMARTWATCH,10.0,DESKTOP COMPUTER,7.0,GAME CONSOLE,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0305,Name something people commonly encounter in an office,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0306,Name something people commonly encounter at a company,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0307,Name something people commonly encounter during a meeting,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0308,Name something people commonly encounter on a workday,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0309,Name something people commonly encounter at a desk,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0310,Name something people commonly encounter in a workplace,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0311,Name something people commonly encounter before work,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0312,Name something people commonly encounter after work,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0313,Name something people commonly encounter during lunch,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0314,Name something people commonly encounter in a conference room,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0315,Name something people commonly encounter on a project,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0316,Name something people commonly encounter at a job interview,Work,DOCTOR,38.0,TEACHER,24.0,ENGINEER,16.0,LAWYER,10.0,NURSE,7.0,ACCOUNTANT,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0317,Name something people might wear to work,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0318,Name something people might wear to school,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0319,Name something people might wear to a party,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0320,Name something people might wear to a wedding,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0321,Name something people might wear to the beach,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0322,Name something people might wear in winter,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0323,Name something people might wear in summer,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0324,Name something people might wear to the gym,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0325,Name something people might wear on a date,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0326,Name something people might wear on vacation,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0327,Name something people might wear on a rainy day,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0328,Name something people might wear for a formal event,Fashion,SHIRT,38.0,JEANS,24.0,DRESS,16.0,JACKET,10.0,SWEATER,7.0,SHORTS,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0329,Name something you might see in a forest,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0330,Name something you might see at the beach,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0331,Name something you might see in a park,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0332,Name something you might see in the mountains,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0333,Name something you might see near a river,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0334,Name something you might see near a lake,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0335,Name something you might see in a garden,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0336,Name something you might see in the desert,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0337,Name something you might see in the ocean,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0338,Name something you might see on a hiking trail,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0339,Name something you might see in spring,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0340,Name something you might see in autumn,Nature,TREE,38.0,FLOWER,24.0,MOUNTAIN,16.0,RIVER,10.0,LAKE,7.0,WATERFALL,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0341,Name something associated with holidays at Christmas,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0342,Name something associated with holidays at Halloween,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0343,Name something associated with holidays at Thanksgiving,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0344,Name something associated with holidays on New Year's,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0345,Name something associated with holidays on Valentine's Day,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
Q0346,Name something associated with holidays at Easter,Holidays,CHRISTMAS,38.0,HALLOWEEN,24.0,THANKSGIVING,16.0,EASTER,10.0,NEW YEAR'S,7.0,VALENTINE'S DAY,5.0,synthetic_original,Modeled popularity weights; not real survey data and not copied from Famobi.
